,text,text-corrected,id.x,inTrain,username,date,retweets,favorites,geo,mentions,hashtags,id.y,permalink,X
397,"NCLBs 4th grade gains aren't learning gains they're testing gains. That's why they don't last."" ~Jonathan Kozol #pearsoniswatching""",,100215,1,TeachersTweeeet,4/4/15,2,1,,,#pearsoniswatching,5.85E+17,https://twitter.com/TeachersTweeeet/status/584572478514573315,
398,"NCLBs 4th grade gains aren't learning gains they're testing gains. That's why they don't last."" ~Jonathan Kozol #pearsoniswatching""",,100215,1,TeachersTweeeet,3/16/15,9,3,,,#pearsoniswatching,5.78E+17,https://twitter.com/TeachersTweeeet/status/577696311048212480,
399,"New Mexico @abney45: Opt out Day 12: Why poverty matters in standardized testing http://www.edusanity.com/2015/03/31/a-month-of-opting-out-of-standardized-tests-day-12/ÔøΩ__ÔøΩ_ via @EduSanity_—ù #CommonCore #PARCC""","New Mexico @abney45: Opt out Day 12: Why poverty matters in standardized testing http://www.edusanity.com/2015/03/31/a-month-of-opting-out-of-standardized-tests-day-12/ … via @EduSanity” #CommonCore #PARCC""",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,New post: Does Smarter Balanced understand nouns and verbs? http://ablogaboutschool.blogspot.com/2015/03/this-dog-wont-hunt.htmlÔøΩ__ÔøΩ_ #ialegis #iaedfuture #SBAC pic.twitter.com/guLb8XD0DM,New post: Does Smarter Balanced understand nouns and verbs? http://ablogaboutschool.blogspot.com/2015/03/this-dog-wont-hunt.html … #ialegis #iaedfuture #SBAC pic.twitter.com/guLb8XD0DM,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,"NM @Education_Stuff: CURMUDGUCATION: PA: All About the Tests (And Poverty) http://curmudgucation.blogspot.com/2015/03/pa-all-about-tests-and-poverty.html?spref=twÔøΩ__ÔøΩ__—ù #poverty #nm #OptOut #CommonCore #PARCC""","NM @Education_Stuff: CURMUDGUCATION: PA: All About the Tests (And Poverty) http://curmudgucation.blogspot.com/2015/03/pa-all-about-tests-and-poverty.html?spref=tw …” #poverty #nm #OptOut #CommonCore #PARCC""",8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,"No one else gets to see tests @abney45: Who's scoring the test? Whoever they can find. http://curmudgucation.blogspot.com/2015/03/whos-scoring-test.html?spref=tw&m=1ÔøΩ__ÔøΩ__—ù @ABQschools #PARCC #NM #EdChat""","No one else gets to see tests @abney45: Who's scoring the test? Whoever they can find. http://curmudgucation.blogspot.com/2015/03/whos-scoring-test.html?spref=tw&m=1 …” @ABQschools #PARCC #NM #EdChat""",100094,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,Not sure what @vote4murphy thinks now his repeal CC signs are down but is his strength up? He thinks #optout for kids but ok for teachers?,,68,1,ChristinaDimase,3/31/15,0,0,,@vote4murphy,#optout,5.83E+17,https://twitter.com/ChristinaDimase/status/583061730047225856,
404,Nurturing children is the way to make strong adults - testing stress doesn't do this. #TestingSeason #PARCC #OptOut #TheSchoolProject,,134,1,KindlingGroup,3/31/15,4,1,,,#TestingSeason #PARCC #OptOut #TheSchoolProject,5.83E+17,https://twitter.com/KindlingGroup/status/583041022545907712,
405,NYC PubSchool Parents & #EdBlogNet VS #peepingPearson: surveillance free speech privacy bad test design & more http://nycpublicschoolparents.blogspot.com/2015/03/surveillance-free-speech-student.html?spref=twÔøΩ__ÔøΩ_,NYC PubSchool Parents & #EdBlogNet VS #peepingPearson: surveillance free speech privacy bad test design & more http://nycpublicschoolparents.blogspot.com/2015/03/surveillance-free-speech-student.html?spref=tw …,100150,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,NYSUT's Magee: Teachers Want Meaningful Tests Evaluations http://lohud.us/1MFJ9d6ÔøΩ_ via @lohud #PARCC #Pearson #JustSayNoToCuomo,NYSUT's Magee: Teachers Want Meaningful Tests Evaluations http://lohud.us/1MFJ9d6  via @lohud #PARCC #Pearson #JustSayNoToCuomo,100260,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,Of course she endorses parents OptOut children from #CommonCore #PARCC testing.Only thing that makes sense NewMexico. http://dianeravitch.net/2015/03/31/breaking-news-aft-president-randi-weingarten-endorses-opt-out/ÔøΩ__ÔøΩ_,Of course she endorses parents OptOut children from #CommonCore #PARCC testing.Only thing that makes sense NewMexico. http://dianeravitch.net/2015/03/31/breaking-news-aft-president-randi-weingarten-endorses-opt-out/ …,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,Omfg the #parcctest got me fucked up who ever thought of it well fuck you too fuck the #PARCC test #PARCCWALKOUT about to walkout,,100085,1,_EmbraceTheDark,3/23/15,0,0,,,#parcctest #PARCC #PARCCWALKOUT,5.80E+17,https://twitter.com/_EmbraceTheDark/status/580054120905723904,
409,"One size fits all...fits no one...common core standards"" are nothing more than government edu-ganda... #parcc #commoncore #pearsoniswatching""",,100118,1,rhainman,3/22/15,5,1,,,#parcc #commoncore #pearsoniswatching,5.80E+17,https://twitter.com/rhainman/status/579751596206235648,
410,Op-Ed: Teachable Moments -- Our Family_ÔøΩÔøΩs Real Reasons for Refusing the PARCC - NJ Spotlight http://buff.ly/1DNThzd #parcc,Op-Ed: Teachable Moments -- Our Family’s Real Reasons for Refusing the #PARCC http://www.njspotlight.com/stories/15/03/18/teachable-moments-our-family-s-real-reasons-for-refusing-the-parcc/ …,100082,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,Opting out is a choice. There are signs for testing but no signs for learning.,,100069,1,AmyFWeinberger,3/24/15,0,0,,,,5.80E+17,https://twitter.com/AmyFWeinberger/status/580348241478287360,
412,Opting out is not about helping the union or opposing accountability.It is a clear message:testing is out of control. http://dianeravitch.net/2015/03/31/breaking-news-aft-president-randi-weingarten-endorses-opt-out/ÔøΩ__ÔøΩ_,Opting out is not about helping the union or opposing accountability.It is a clear message:testing is out of control. http://dianeravitch.net/2015/03/31/breaking-news-aft-president-randi-weingarten-endorses-opt-out/ …,100013,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,Opting out my children from state tests because I value their teachers. I don't determine teachers' value based on a test @nysut @danstec,,45,1,kblkmw,3/31/15,0,1,,@nysut @danstec,,5.83E+17,https://twitter.com/kblkmw/status/583076627556536320,
414,Opting Out of Standardized Testing - A Clash of Work and Family http://wp.me/p5GNNo-1J,,100249,1,rschwartz418,3/16/15,0,0,,,,5.78E+17,https://twitter.com/rschwartz418/status/577626801008033793,
415,Opting out of standardized testing is not anti-test. It's pro-education. #pearsoniswatching #PeepingPearson #Pearsonpic.twitter.com/WSHaciPHEm,,100300,1,StevenSinger3,3/15/15,9,2,,,#pearsoniswatching #PeepingPearson #Pearsonpic,5.77E+17,https://twitter.com/StevenSinger3/status/577153821274693632,
416,Opting out of testing is what good people who care about others do. My students missed special ed minutes b/c of @PARCCPlace @UnitedOptOut,,100140,1,MSGunderson,3/21/15,15,5,,@PARCCPlace @UnitedOptOut,,5.79E+17,https://twitter.com/MSGunderson/status/579272398362443776,
417,"Optout round 2#CommonCore #PARCC grades 3-8 @Sen_MimiStewart: A Month of Opting Out of Standardized Tests: Day 12 http://www.edusanity.com/2015/03/31/a-month-of-opting-out-of-standardized-tests-day-12/ÔøΩ__ÔøΩ__—ùNM""","Optout round 2#CommonCore #PARCC grades 3-8 @Sen_MimiStewart: A Month of Opting Out of Standardized Tests: Day 12 http://www.edusanity.com/2015/03/31/a-month-of-opting-out-of-standardized-tests-day-12/ …”NM""",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,Our children are #morethanascore #pearsoniswatching #Pearson #PARCC,,100200,1,SaraWallace11,3/17/15,0,0,,,#morethanascore #pearsoniswatching #Pearson #PARCC,5.78E+17,https://twitter.com/SaraWallace11/status/577818948118380544,
419,Our children are NOT the beneficiaries of #Pearson and #PARCC's testing system. They are the raw material.,,100292,1,rubinsteindds,3/15/15,1,1,,,#Pearson #PARCC,5.77E+17,https://twitter.com/rubinsteindds/status/577228799768592384,
420,P is for #PARCC #Pearson and pushback: @Edushyster says the results of PARCC are already in http://www.progressive.org/news/2015/03/188048/p-parcc-pearson-and-pushbackÔøΩ__ÔøΩ_ @SchoolShakedown,P is for #PARCC #Pearson and pushback: @Edushyster says the results of PARCC are already in http://www.progressive.org/news/2015/03/188048/p-parcc-pearson-and-pushback … @SchoolShakedown,100182,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,PARCC IS GAYYY #PARCC,,100000,1,ayerobbyB,3/17/15,2,2,,,#PARCC,5.78E+17,https://twitter.com/ayerobbyB/status/577847190015643648,
422,Parcc testing is the biggest waste of time/money I swear #PARCC,,100189,1,joeyc_80,3/17/15,1,2,,,#PARCC,5.78E+17,https://twitter.com/joeyc_80/status/577836122459545600,
423,"Parents excuses on Parcc exam: -too stressful -teacher said they can opt out -3rd party get info -computers -too hard #parcc""","Parents excuses on Parcc exam: -too stressful -teacher said they can opt out -3rd party get info -computers -too hard #parcc""",100187,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,Parents know better than anyone else what is best for their children #PARCC #CommonCore http://m.nydailynews.com/opinion/alyssa-katz-mother-common-core-breaking-point-article-1.2157400?cid=bitlyÔøΩ__ÔøΩ_,Parents know better than anyone else what is best for their children #PARCC #CommonCore http://m.nydailynews.com/opinion/alyssa-katz-mother-common-core-breaking-point-article-1.2157400?cid=bitly …,100122,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,Parents should be outraged. Common Core tests results in New York are highly arbitrary. #PARCC #newsday https://lacetothetop.wordpress.com/2015/03/17/nys-corrupt-common-core-test-scores/ÔøΩ__ÔøΩ_,Parents should be outraged. Common Core tests results in New York are highly arbitrary. #PARCC #newsday https://lacetothetop.wordpress.com/2015/03/17/nys-corrupt-common-core-test-scores/ …,100196,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,Paying rent? Thanks but I #optout this month.,,81,1,aaronkinnari,3/31/15,1,0,,,#optout,5.83E+17,https://twitter.com/aaronkinnari/status/583059338509611008,
427,"Pearson has not actually released any validity studies on #PARCC"" - Cassie Cresswell #TestingSeason""",,127,1,theschoolpr,3/31/15,0,0,,,#PARCC #TestingSeason,5.83E+17,https://twitter.com/theschoolpr/status/583041903920160768,
428,Pearson has not released any validity studies around #PARCC - so how do we know it's a valid measure? #TestingSeason #TheSchoolProject,,129,1,KindlingGroup,3/31/15,1,0,,,#PARCC #TestingSeason #TheSchoolProject,5.83E+17,https://twitter.com/KindlingGroup/status/583041890083164160,
429,Pearson's eyes They're watching you... They see your every move.. #pearsoniswatching Time for #Pearson to go!,,100263,1,noway2know,3/16/15,5,0,,,#pearsoniswatching #Pearson,5.78E+17,https://twitter.com/noway2know/status/577604630571528192,
430,Please follow Ryan Ziebart so he can follow the class Twitter. He has to keep his followers/ following ratios even. #bringheadphones #sbac,,13,1,fadedalligator,3/31/15,0,4,,,#bringheadphones #sbac,5.83E+17,https://twitter.com/fadedalligator/status/583111782719361025,
431,Preach Assemblyman Walter #optout,,153,1,jordanbellassai,3/31/15,0,0,,,#optout,5.83E+17,https://twitter.com/jordanbellassai/status/583035545795866624,
432,Pride in your child or student should never be dependent on their #staar scores #endstaar #optout #morethanascorepic.twitter.com/GmP5Huyu1n,,100019,1,TXEdRights,3/29/15,0,0,,,#staar #endstaar #optout #morethanascorepic,5.82E+17,https://twitter.com/TXEdRights/status/582355007871168513,
433,Principal: _ÔøΩÔøΩThere comes a time when rules must be broken_ÔøΩ_. That time is now._ÔøΩÔøΩ - The Washington Post #PARCC http://www.washingtonpost.com/blogs/answer-sheet/wp/2015/02/19/principal-there-comes-a-time-when-rules-must-broken-that-time-is-now/ÔøΩ__ÔøΩ_,Principal: 'There comes a time when rules must be broken.. That time is now.' http://wpo.st/WwS70 #civildisobedience #noPARCCing #optout,100323,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,PRO-GMOs & Product placement in #PARCC items mean MORE $$$ 2 B made advertising @UnitedOptOut @BadassTeachersApic.twitter.com/kDar3nSDi5,,100090,1,bledwine,3/23/15,0,0,,@UnitedOptOut @BadassTeachersApic,#PARCC,5.80E+17,https://twitter.com/bledwine/status/580017348809228289,
435,"Prof Goldman: There could be good things about #PARCC but tying everything to teacher accountability is the wrong way to go""""",,144,1,theschoolpr,3/31/15,1,0,,,#PARCC,5.83E+17,https://twitter.com/theschoolpr/status/583037846392606720,
436,"Proud of my 11 yr old. Wrote an essay to #PARCC on his math test of why it isn't fair to kids! Yes PARCC police he told me an answer""""",,120,1,TechieGeekMike,3/31/15,4,3,,,#PARCC,5.83E+17,https://twitter.com/TechieGeekMike/status/583048199520325632,
437,Punishing kids for opting out of PARCC sends a clear message. PARCC testing is for schools NOT kids! http://ow.ly/KHzaj @UnitedOptOut,,100080,1,OptOutLouisiana,3/23/15,12,4,,@UnitedOptOut,,5.80E+17,https://twitter.com/OptOutLouisiana/status/580099283417886720,
438,Question #pearsoniswatching Why are you making #PARCC so hard? High stake misery @BadassTeachersA #TBATSpic.twitter.com/vY5VHMU013,,100284,1,NancyOsborne180,3/15/15,0,0,,@BadassTeachersA,#pearsoniswatching #PARCC #TBATSpic,5.77E+17,https://twitter.com/NancyOsborne180/status/577271041057165312,
439,Read @jgordonwright's call of reason to fellow Chicago parents on #OptOut: http://educationpost.org/opting-out-is-not-progressive/?utm_source=twitter&utm_medium=social&utm_campaign=Acct&utm_content=TwAcctOptoutChicagoGw5ÔøΩ__ÔøΩ_,Read @jgordonwright's call of reason to fellow Chicago parents on #OptOut: http://educationpost.org/opting-out-is-not-progressive/?utm_source=twitter&utm_medium=social&utm_campaign=Acct&utm_content=TwAcctOptoutChicagoGw5 …,128,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,Reasons to opt out of standardized testing by @EduSanity: Trust teachers narrow curriculum harming students & more: http://www.huffingtonpost.com/jason-endacott/a-month-of-opting-out-of-standardized-tests_b_6864342.html?utm_hp_ref=educationÔøΩ__ÔøΩ_,Reasons to opt out of standardized testing by @EduSanity: Trust teachers narrow curriculum harming students & more: http://www.huffingtonpost.com/jason-endacott/a-month-of-opting-out-of-standardized-tests_b_6864342.html?utm_hp_ref=education …,100145,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,Redlands Tea Party Patriots Newsletter Dr. Duke Pesta: The Case Against #CommonCore March 25 7p http://redlandsteaparty.net/RTP/newsletter-march-19/ÔøΩ__ÔøΩ_ #TeaParty #OptOut,Redlands Tea Party Patriots Newsletter Dr. Duke Pesta: The Case Against #CommonCore March 25 7p http://redlandsteaparty.net/RTP/newsletter-march-19/ … #TeaParty #OptOut,100039,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,Refuse your children from the test #parents because #pearsoniswatching http://bigeducationape.blogspot.com/2015/03/breaking-pearson-nj-spying-on-social.htmlÔøΩ__ÔøΩ_ #whyIrefuse,Refuse your children from the test #parents because #pearsoniswatching http://bigeducationape.blogspot.com/2015/03/breaking-pearson-nj-spying-on-social.html … #whyIrefuse,100230,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,Refuse your children from the test #parents because #pearsoniswatching http://bigeducationape.blogspot.com/2015/03/breaking-pearson-nj-spying-on-social.htmlÔøΩ__ÔøΩ_ #whyIrefuse,Refuse your children from the test #parents because #pearsoniswatching http://bigeducationape.blogspot.com/2015/03/breaking-pearson-nj-spying-on-social.html … #whyIrefuse,100302,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,Refuse your children from the test #parents because #pearsoniswatching http://bigeducationape.blogspot.com/2015/03/breaking-pearson-nj-spying-on-social.htmlÔøΩ__ÔøΩ_ #whyIrefuse,Refuse your children from the test #parents because #pearsoniswatching http://bigeducationape.blogspot.com/2015/03/breaking-pearson-nj-spying-on-social.html … #whyIrefuse,100303,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,Refusing #PARCC is not about being too hard or too stressful. If it was my kid would be taking it. #itsjustanothertest #pearsoniswatching,,100183,1,1grandview,3/17/15,0,2,,,#PARCC #itsjustanothertest #pearsoniswatching,5.78E+17,https://twitter.com/1grandview/status/577843492543598592,
446,Regurgitation of material on arbitrary exams does not ensure that kids are learning. #optout,,100111,1,shift_in2_turbo,3/22/15,0,0,,,#optout,5.80E+17,https://twitter.com/shift_in2_turbo/status/579813448470650880,
447,"RT @gregorycendana: Teaching 2 the test is a disservice 2 kids it's a disservice 2 teachers"" Amy Goodman of @democracynow @MHPshow #optout""",,100311,1,DreaMcCoy,3/1/15,1,0,,@gregorycendana @democracynow @MHPshow,#optout,5.72E+17,https://twitter.com/DreaMcCoy/status/572183342617141248,
448,"Rt @StevenMQuezada : Elementary school teachers: How PARCC testing is affecting our classrooms http://fb.me/4grHSS3xuÔøΩ__—ù @ABQschools #optout""","Rt @StevenMQuezada : Elementary school teachers: How PARCC testing is affecting our classrooms http://fb.me/4grHSS3xu ” @ABQschools #optout""",100030,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,RT #optout Yes its s choice & its yours parentskidsteachers @DMace8 @GetUpStandUp2 @BadassTeachersA @julieinjaxpic.twitter.com/Rqkq7XCYQH,,100029,1,LightitUpGreen,3/25/15,7,2,,@DMace8 @GetUpStandUp2 @BadassTeachersA @julieinjaxpic,#optout,5.81E+17,https://twitter.com/LightitUpGreen/status/580714440234000384,
450,RT timothy_yim: Verizon Wireless Customers Can Now #OptOut of ' #Supercookies' | Do it #now! http://buff.ly/1BN70Rg #privacy _ÔøΩ_,Verizon Wireless Customers Can Now #OptOut of ' #Supercookies' | Do it #now! http://buff.ly/1BN70Rg #privacy pic.twitter.com/Y9JZ1mLPhv Prot…,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,RT timothy_yim: Verizon Wireless Customers Can Now #OptOut of ' #Supercookies' | Do it #now! http://buff.ly/1BN70Rg #privacy _ÔøΩ_ Protect Ame_ÔøΩ_,RT timothy_yim: Verizon Wireless Customers Can Now #OptOut of ' #Supercookies' | Do it #now! http://buff.ly/1BN70Rg #privacy …,71,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,RT timothy_yim: Verizon Wireless Customers Can Now #OptOut of ' #Supercookies' | Do it #now! http://buff.ly/1BN70Rg #privacy _ÔøΩ_ Protect Ame_ÔøΩ_,RT timothy_yim: Verizon Wireless Customers Can Now #OptOut of ' #Supercookies' | Do it #now! http://buff.ly/1BN70Rg #privacy …,74,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,"Sad day in Albany. Budget passed with heavy hearts"". Opt out is no longer an option. The only way to kill the testing beast is to starve it""",,24,1,nbianculli,3/31/15,0,0,,,,5.83E+17,https://twitter.com/nbianculli/status/583103560092557312,
454,School sucks #PARCC,,100154,1,ngargiulo2,3/17/15,0,2,,,#PARCC,5.78E+17,https://twitter.com/ngargiulo2/status/577871629054713857,
455,Schools don't teach cursive guess I'll be reading my sons letters frm grandparents till death. Not on #PARCC not taught @BadassTeachersA,,100126,1,HartsX3,3/21/15,0,0,,@BadassTeachersA,#PARCC,5.80E+17,https://twitter.com/HartsX3/status/579513570985021440,
456,Shoving textbooks and standardized testing down kids' throats is discouraging them from getting college- and career-ready! #ccss #PARCC,,100123,1,N_Harrington2,3/22/15,3,1,,,#ccss #PARCC,5.80E+17,https://twitter.com/N_Harrington2/status/579657970792955904,
457,So glad that kids can now #optout of SATs to get into college important meetings at work or other pesky annoyances that get in the way.,,93,1,aaronkinnari,3/31/15,0,0,,,#optout,5.83E+17,https://twitter.com/aaronkinnari/status/583058543370207232,
458,So guns on campus are an individual right but not parents' decision to #optout. Interesting @FloridaGOP http://www.tampabay.com/news/politics/stateroundup/controversial-campus-guns-bill-advances-in-florida-senate/2221607ÔøΩ__ÔøΩ_ via @TB_Times,So guns on campus are an individual right but not parents' decision to #optout. Interesting @FloridaGOP http://www.tampabay.com/news/politics/stateroundup/controversial-campus-guns-bill-advances-in-florida-senate/2221607 … via @TB_Times,100158,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,So my cousin supposedly said that the PARCC test is as unorganized as the collapse of the Soviet Union. Lol #PARCC,,100135,1,NBraunUnicycle,3/21/15,1,3,,,#PARCC,5.79E+17,https://twitter.com/NBraunUnicycle/status/579424676801327104,
460,So my third grader won't get to see her #PARCC exam results? #wtf Massachusetts? Maybe next year we will suggest a #PARCCWALKOUT,,100063,1,RabiahLumbard,3/24/15,0,1,,,#PARCC #wtf #PARCCWALKOUT,5.80E+17,https://twitter.com/RabiahLumbard/status/580395765211766785,
461,So the 8th grader taking the #PARCC then had to answer a college level essay question on top of ongoing computer issues.,,100244,1,brunner_tara,3/16/15,0,0,,,#PARCC,5.78E+17,https://twitter.com/brunner_tara/status/577630619376742400,
462,"Some huge flaws in #CommonCore testing #PARCC #OptOut #NM @TNT_Las_Cruces: #Truth. http://dianeravitch.net/2015/03/31/some-huge-flaws-in-common-core-testing/ÔøΩ__ÔøΩ_ http://fb.me/7c7J52zwoÔøΩ__—ù""","Some huge flaws in #CommonCore testing #PARCC #OptOut #NM @TNT_Las_Cruces: #Truth. http://dianeravitch.net/2015/03/31/some-huge-flaws-in-common-core-testing/ … http://fb.me/7c7J52zwo ”""",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,Something is wrong with our current practices #optout #batspic.twitter.com/iCk7iJGZyS,,100214,1,Cwthomsen,3/16/15,0,0,,,#optout #batspic,5.78E+17,https://twitter.com/Cwthomsen/status/577706479907536896,
464,Spoon feeding in the long run teaches us nothing but the shape of the spoon Don't be spoon feed by #Pearson #parcc #commoncore Say #noparcc,,100287,1,OUSTtrump,3/16/15,0,0,,,#Pearson #parcc #commoncore #noparcc,5.78E+17,https://twitter.com/OUSTtrump/status/577539881787756544,
465,Spoon feeding in the long run teaches us nothing but the shape of the spoon Don't be spoon feed by #Pearson #parcc #commoncore Say #noparcc,,100287,1,OUSTtrump,3/15/15,0,0,,,#Pearson #parcc #commoncore #noparcc,5.77E+17,https://twitter.com/OUSTtrump/status/577267929890193409,
466,Standardized Testing _ÔøΩÔøΩ Student Voice Goes Viral http://buff.ly/1bHTxUw #educational reform #optout @Fairtestoffice,Standardized Testing – Student Voice Goes Viral http://buff.ly/1bHTxUw #educational reform #optout @Fairtestofficepic.twitter.com/8mI1NV6GSs,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,Standardized Testing uses your kids for data mining. Sign the Petition to protect their rights and opt out. http://www.refusecommoncore.com/,,100021,1,MizV,3/25/15,0,0,,,,5.81E+17,https://twitter.com/MizV/status/580730407169048576,
468,Standardized Tests won't ever measure critical thinking @palan57 @BadassTeachersA #TBATS #pearsoniswatching pic.twitter.com/QxgpnQXuAl,,100041,1,NancyOsborne180,3/24/15,8,2,,@palan57 @BadassTeachersA,#TBATS #pearsoniswatching,5.81E+17,https://twitter.com/NancyOsborne180/status/580559805296865280,
469,Story from small-town MA an interesting look into how K-12 schools are going broke sizably due to #PARCC Read closely http://wamc.org/post/pittsfield-schools-superintendent-warns-deep-budget-cutsÔøΩ__ÔøΩ_,Story from small-town MA an interesting look into how K-12 schools are going broke sizably due to #PARCC Read closely http://wamc.org/post/pittsfield-schools-superintendent-warns-deep-budget-cuts …,100255,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,Stroke my hips stolen my ability to teach but it sure has been stolen my love for education! Pearson and PARCC MUST BE STOPPED! #PARCC=ccrap,,100256,1,pattyasoc,3/16/15,0,1,,,#PARCC,5.78E+17,https://twitter.com/pattyasoc/status/577615549880000512,
471,Take 4th grade #SBAC Eng LA test--& tell me it isn't the death of a love of learning in truth the death of childhood http://sbac.portal.airast.org/practice-test/,,100205,1,susanoha,3/17/15,15,7,,,#SBAC,5.78E+17,https://twitter.com/susanoha/status/577791813077045248,
472,Teacher Juan Gonzalez speaks about creative thinking kids getting left behind with #StandardizedTests. #TheSchoolProject #OptOut,,137,1,KindlingGroup,3/31/15,0,0,,,#StandardizedTests #TheSchoolProject #OptOut,5.83E+17,https://twitter.com/KindlingGroup/status/583039601587032064,
473,Teacher: #PARCC devours resources and valuable learning time http://www.nj.com/opinion/index.ssf/2015/03/letter_parcc_test_devours_resources_and_valuable_l.html#incart_riverÔøΩ__ÔøΩ_,Teacher: #PARCC devours resources and valuable learning time http://www.nj.com/opinion/index.ssf/2015/03/letter_parcc_test_devours_resources_and_valuable_l.html#incart_river …,100048,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,Teacher: #PARCC devours resources and valuable learning time http://www.nj.com/opinion/index.ssf/2015/03/letter_parcc_test_devours_resources_and_valuable_l.html#incart_riverÔøΩ__ÔøΩ_,Teacher: #PARCC devours resources and valuable learning time http://www.nj.com/opinion/index.ssf/2015/03/letter_parcc_test_devours_resources_and_valuable_l.html#incart_river …,100071,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,Teacher: #PARCC devours resources and valuable learning time http://www.nj.com/opinion/index.ssf/2015/03/letter_parcc_test_devours_resources_and_valuable_l.html#incart_riverÔøΩ__ÔøΩ_,Teacher: #PARCC devours resources and valuable learning time http://www.nj.com/opinion/index.ssf/2015/03/letter_parcc_test_devours_resources_and_valuable_l.html#incart_river …,100100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,Teacher: #PARCC devours resources and valuable learning time http://www.nj.com/opinion/index.ssf/2015/03/letter_parcc_test_devours_resources_and_valuable_l.html#incart_riverÔøΩ__ÔøΩ_,Teacher: #PARCC devours resources and valuable learning time http://www.nj.com/opinion/index.ssf/2015/03/letter_parcc_test_devours_resources_and_valuable_l.html#incart_river …,100105,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,"Teachers evaluation of students is far more valid than a distant person whose never met your students"" @skrashen #optout""",,100312,1,LauraPantin1,3/1/15,3,1,,@skrashen,#optout,5.72E+17,https://twitter.com/LauraPantin1/status/572174984107438080,
478,Teaching children shouldn't be reduced to data mining for a source outside of the US. #pearsoniswatching and I want to know why,,100298,1,mccraeandcall,3/15/15,1,1,,,#pearsoniswatching,5.77E+17,https://twitter.com/mccraeandcall/status/577194639406460928,
479,Testing Opt Out Movement Comes To NC http://stopcommoncorenc.org/testing-opt-movement-comes-nc/ÔøΩ__ÔøΩ_,Testing Opt Out Movement Comes To NC http://stopcommoncorenc.org/testing-opt-movement-comes-nc/ …,33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,Testnado - Thank you Pearson Publishing for this worthless shitstorm. #PARCC,,100224,1,TCBGP,3/16/15,3,3,,,#PARCC,5.78E+17,https://twitter.com/TCBGP/status/577667399446462464,
481,Tests Have Become a Substitute for Real Learning http://t.usnews.com/Z7mbqmÔøΩ_ via @usnews #parcc #optout #nmlegis @HannaSkandera,Tests Have Become a Substitute for Real Learning http://t.usnews.com/Z7mbqm  via @usnews #parcc #optout #nmlegis @HannaSkandera,100221,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,Thanks to @BillGates @GovChristie and the #PARCC test this year NJ teachers will be testing more than they're teaching. #njed #sunchat,,100314,1,NicholasFerroni,3/1/15,13,5,,@BillGates @GovChristie,#PARCC #njed #sunchat,5.72E+17,https://twitter.com/NicholasFerroni/status/572161136893792256,
483,The #PARCC assessment is revealing the #inequity of #technology in our #k12 #schools. #DigitalDivide,,100161,1,dc_tech,3/17/15,0,0,,,#PARCC #inequity #technology #k12 #schools #DigitalDivide,5.78E+17,https://twitter.com/dc_tech/status/577861749145268225,
