username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,,
DUMBBOY,5/27/2013,0,0,"Parents can also effectively opt out"" of programs like Common Core by seeking alternatives to government... http://fb.me/ItSmmLHF""",,,,3.39E+17,https://twitter.com/DUMBBOY/status/339061327584710657,,
Jessifer,5/27/2013,0,2,"Airports are weird. #optout // Civil disobedience is worth nothing if it’s not done in public."" http://opinionator.blogs.nytimes.com/2013/05/25/showdown-at-the-airport-body-scanner/ …""",,,#optout,3.39E+17,https://twitter.com/Jessifer/status/339052895678910464,,
POSpozsg,5/27/2013,0,0,@paparazizzi You can opt for an oral test you know it's ALMOST 100% accurate,,@paparazizzi,,3.39E+17,https://twitter.com/POSpozsg/status/339051146092089345,,
RebelSpeducator,5/27/2013,0,1,@McFiredogg @thechalkface @PegwithPen PrWilliam father learns how 2 opt out of standardized test http://wapo.st/14TJKCt  via @washingtonpost,,@McFiredogg @thechalkface @PegwithPen @washingtonpost,,3.39E+17,https://twitter.com/RebelSpeducator/status/339049369493983232,,
PKanagaratnam,5/27/2013,0,0,Prince William father learns how to opt out of standardized test http://wapo.st/14TJKCt  via @washingtonpost,,@washingtonpost,,3.39E+17,https://twitter.com/PKanagaratnam/status/339037784071368705,,
edumazing,5/27/2013,0,0,@effectsofNAPLAN @suewaters @jjash @debhoggoz Prince William father learns how to opt out of standardized test http://zite.to/13Ufg3O,,@effectsofNAPLAN @suewaters @jjash @debhoggoz,,3.39E+17,https://twitter.com/edumazing/status/339030936932982784,,
opt_test,5/27/2013,0,0,Continental GT : The Bentley Continental GT one of the most... http://card-cloud.co.uk/admin/social-media/gate.php?table=cars&item=1368891946 …,,,,3.39E+17,https://twitter.com/opt_test/status/339030905622499329,,
opt_test,5/27/2013,0,0,R8 : With its mighty 5.2-litre V10 engine and truly breath taking... http://card-cloud.co.uk/admin/social-media/gate.php?table=cars&item=1368891658 …,,,,3.39E+17,https://twitter.com/opt_test/status/339028889445736448,,
KCsLearnInst,5/27/2013,0,0,Prince William father learns how to opt out of standardized test http://www.washingtonpost.com/local/education/prince-william-father-learns-how-to-opt-out-of-standardized-test/2013/05/26/8af0165c-c310-11e2-8c3b-0b5e9247e8ca_story.html …,,,,3.39E+17,https://twitter.com/KCsLearnInst/status/339014029395783680,,
Eduflack,5/27/2013,0,0,Prince William (VA) father learns how to opt out of standardized test via @washingtonpost http://www.washingtonpost.com/local/education/prince-william-father-learns-how-to-opt-out-of-standardized-test/2013/05/26/8af0165c-c310-11e2-8c3b-0b5e9247e8ca_story.html …,,@washingtonpost,,3.39E+17,https://twitter.com/Eduflack/status/338997070398648320,,
ColetteMoran,5/27/2013,0,0,Taught his son better methods didnt want school to get the credit--> Dad learns how to opt out of standardized test http://www.washingtonpost.com/local/education/prince-william-father-learns-how-to-opt-out-of-standardized-test/2013/05/26/8af0165c-c310-11e2-8c3b-0b5e9247e8ca_story.html …,,,,3.39E+17,https://twitter.com/ColetteMoran/status/338994315059666944,,
GTWHreform,5/27/2013,0,0,Prince William father learns how to opt out of standardized test http://www.washingtonpost.com/local/education/prince-william-father-learns-how-to-opt-out-of-standardized-test/2013/05/26/8af0165c-c310-11e2-8c3b-0b5e9247e8ca_story.html … #edreform #teachers #gooddad,,,#edreform #teachers #gooddad,3.39E+17,https://twitter.com/GTWHreform/status/338986053945921536,,
carleinunes,5/27/2013,0,0,Ainda recebo!! O prazo legal é de 2 dias #revistaexame #optout RT @carleinunes: @assinanteabril continuo recebendo seus mailings.,,@carleinunes @assinanteabril,#revistaexame #optout,3.39E+17,https://twitter.com/carleinunes/status/338967966299332608,,
H_Miser,5/27/2013,0,0,Chaque lundi je me demande pourquoi je reçois la newsletter @BSSI_Conseil sans m'être inscrit et je ne suis pas le seul ! :) #OptOut,,@BSSI_Conseil,#OptOut,3.39E+17,https://twitter.com/H_Miser/status/338937247439155200,,
celiac_disease,5/26/2013,0,0,http://Celiac.com  Update: Opt For Genetic Test?: My Celiac panel was neg very high Total Serum Iga? High ... http://bit.ly/17dZOTR,,,,3.39E+17,https://twitter.com/celiac_disease/status/338873553468399617,,
datasprings,5/26/2013,0,0,Testing sending out our newsletter via Opt In Email 5.0 using Amazon Web Services SES API. Very fast! WOW! #dynamic #dotnetnuke #optin,,,#dynamic #dotnetnuke #optin,3.39E+17,https://twitter.com/datasprings/status/338857828582305793,,
johnckain,5/26/2013,0,0,Prince William father learns how to opt out of standardized test http://zite.to/13Ufg3O  via @zite,,@zite,,3.39E+17,https://twitter.com/johnckain/status/338844689950199808,,
PostSchools,5/26/2013,1,0,Prince William father learns how to opt out of standardized test: http://wapo.st/17dzTM4,,,,3.39E+17,https://twitter.com/PostSchools/status/338841650099011584,,
actsattestprep,5/26/2013,0,0,Prince William father learns how to opt out of standardized test http://wapo.st/14TJKCt  via @washingtonpost,,@washingtonpost,,3.39E+17,https://twitter.com/actsattestprep/status/338834526828650497,,
iOptOut,5/26/2013,0,0,Prince William father learns how to opt out of standardized test http://bit.ly/11pKBfi,,,,3.39E+17,https://twitter.com/iOptOut/status/338821560116846592,,
YanaizaGallant,5/26/2013,0,2,A3: blended learning #cagebusting #TeachLikeaPIRATE and #schoolculture #edchatri Also want to familiarize myself with #parcc,,,#cagebusting #TeachLikeaPIRATE #schoolculture #edchatri #parcc,3.39E+17,https://twitter.com/YanaizaGallant/status/338813595544604672,,
attipscast,5/26/2013,1,0,Prince William father learns how to opt out of standardized test http://zite.to/13Ufg3O  via @zite,,@zite,,3.39E+17,https://twitter.com/attipscast/status/338802653519822848,,
slekar,5/26/2013,3,2,I am a public school teacher. I work for the children the parents and the community. I REFUSE to quit! http://atthechalkface.com/2013/05/26/the-bird-is-the-word/ … #optout,,,#optout,3.39E+17,https://twitter.com/slekar/status/338801994812768256,,
news_hour24,5/26/2013,0,0,Prince William father learns how to opt out of standardized test: Greg Barlow did not want… http://goo.gl/fb/cMpBW,,,,3.39E+17,https://twitter.com/news_hour24/status/338784801337245696,,
SilberWorldNews,5/26/2013,0,0,Washington Post - Prince William father learns how to opt out of standardized test http://dlvr.it/3Qn930,,,,3.39E+17,https://twitter.com/SilberWorldNews/status/338781356978999297,,
9uide,5/26/2013,0,0,Prince William father learns how to opt out of standardized test http://www.berdaun.com/prince-william-father-learns-how-to-opt-out-of-standardized-test/ …,,,,3.39E+17,https://twitter.com/9uide/status/338780087711301632,,
ChrisCerrone15,5/26/2013,0,0,"@thechalkface @schnctdysuper Pharmacy Corps & University research asks to opt in to testing pays subjects""""",,@thechalkface @schnctdysuper,,3.39E+17,https://twitter.com/ChrisCerrone15/status/338779853031608320,,
WorkXorg,5/26/2013,0,0,Prince William father learns how to opt out of standardized test http://dlvr.it/3Qn558,,,,3.39E+17,https://twitter.com/WorkXorg/status/338778364036935680,,
ThinkerEDdotCOM,5/26/2013,0,0,Prince William father learns how to opt out of standardized test http://dlvr.it/3Qn4z3,,,,3.39E+17,https://twitter.com/ThinkerEDdotCOM/status/338778333875695616,,
JasonElsom,5/26/2013,2,0,Prince William father learns how to opt out of standardized test http://dlvr.it/3Qn4vQ,,,,3.39E+17,https://twitter.com/JasonElsom/status/338778329001906177,,
acampbell99,5/26/2013,1,0,Prince William father learns how to opt out of standardized test http://wapo.st/14TJKCt #EQAO,,,#EQAO,3.39E+17,https://twitter.com/acampbell99/status/338778279551041537,,
RayInformatics,5/26/2013,0,0,Prince William father learns how to opt out of standardized test http://dlvr.it/3Qn4Py,,,,3.39E+17,https://twitter.com/RayInformatics/status/338777842789806081,,
Maya__Anderson,5/26/2013,0,0,Prince William father learns how to opt out of standardized test http://dlvr.it/3Qn4P2,,,,3.39E+17,https://twitter.com/Maya__Anderson/status/338777840717791233,,
blake_sunny,5/26/2013,0,0,Prince William father learns how to opt out of standardized test http://dlvr.it/3Qn4ML,,,,3.39E+17,https://twitter.com/blake_sunny/status/338777837454651392,,
Toyota_Venza,5/26/2013,0,0,#SuryaRay #Surya Prince William father learns how to opt out of standardized test http://dlvr.it/3Qn4Lq @suryaray @suryaray3,,@suryaray @suryaray3,#SuryaRay #Surya,3.39E+17,https://twitter.com/Toyota_Venza/status/338777836389289984,,
carterjamss,5/26/2013,0,0,Prince William father learns how to opt out of standardized test http://dlvr.it/3Qn4H0,,,,3.39E+17,https://twitter.com/carterjamss/status/338777829892300800,,
LuvEdTech,5/26/2013,0,0,Prince William father learns how to opt out of standardized test http://j.mp/1ao0tOY #edtech #edchat,,,#edtech #edchat,3.39E+17,https://twitter.com/LuvEdTech/status/338777828592082944,,
JMGAssociates,5/26/2013,0,0,Prince William father learns how to opt out of standardized test http://dlvr.it/3Qn4Bc,,,,3.39E+17,https://twitter.com/JMGAssociates/status/338777824808812544,,
ComstockHB,5/26/2013,0,0,Prince William father learns how to opt out of standardized test http://fb.me/2oq2z22Bq,,,,3.39E+17,https://twitter.com/ComstockHB/status/338777321823678465,,
MathIsMyLife,5/26/2013,0,0,Prince William father learns how to opt out of standardized test http://wapo.st/17cJym0,,,,3.39E+17,https://twitter.com/MathIsMyLife/status/338775590855401474,,
suburbanfailure,5/26/2013,0,0,And I was finally able to get to the airport early enough to #OptOut of the cancer scanner. #operationgrabass #SoFlo #goingnative #tsa,,,#OptOut #operationgrabass #SoFlo #goingnative #tsa,3.39E+17,https://twitter.com/suburbanfailure/status/338760284351115265,,
IP4PI,5/26/2013,1,0,"Ready or not G codes"" coming for #Medicare #patients as of July 1. http://bit.ly/10swj8R  ( @mcknightsltcn) @PhysiciansPract #optout @IP4PI""",,@mcknightsltcn @PhysiciansPract @IP4PI,#Medicare #patients #optout,3.39E+17,https://twitter.com/IP4PI/status/338750660726124544,,
KouiderSoum,5/26/2013,0,0,en opt einde een test,,,,3.39E+17,https://twitter.com/KouiderSoum/status/338729811008712704,,
logan_barnett,5/26/2013,0,0,ASU started taking out retirement: they say 10% I calculate 20%. Working with them to resolve it. Found out rate is not adjustable #optout,,,#optout,3.39E+17,https://twitter.com/logan_barnett/status/338705524608610304,,
Wowzers,5/26/2013,0,1,"Seek digital educational platforms that mirror the #PARCC and #SmarterBalanced’s digital functions."" Learn why - http://hub.am/18997Ef""",,,#PARCC #SmarterBalanced,3.39E+17,https://twitter.com/Wowzers/status/338670887861645312,,
FASquire,5/26/2013,0,0,The Blue Hat Movement. Zoe after much research and with family support chose to opt out of state testing. Watch http://bluehatmovement.wordpress.com/2013/05/14/opting-out-updated/ …,,,,3.39E+17,https://twitter.com/FASquire/status/338652567355682817,,
jazzyontwit,5/26/2013,1,0,"A brave girl opting out State standardized test  @ToddWhitaker:Opting Out-Updated.. http://wp.me/p3nsph-13  via wordpressdotcom"" @iwanpranoto""",,@ToddWhitaker @iwanpranoto,,3.39E+17,https://twitter.com/jazzyontwit/status/338640679049781250,,
jazzyontwit,5/26/2013,0,0,"A brave girl opting out State standardized test  @ToddWhitaker: Opting Out-Updated... http://wp.me/p3nsph-13  via @wordpressdotcom"" @kreshna""",,@ToddWhitaker @wordpressdotcom @kreshna,,3.39E+17,https://twitter.com/jazzyontwit/status/338640266669981697,,
ToddWhitaker,5/26/2013,3,1,The story of one study attempting to opt out of testing as a protest. Opting Out-Updated... http://wp.me/p3nsph-13  via @wordpressdotcom,,@wordpressdotcom,,3.39E+17,https://twitter.com/ToddWhitaker/status/338633622665969664,,
3PlusInt,5/26/2013,0,0,RT @VickiePynchon: More Revealing Data on #Women Who #OptOut Rather Than #LeanIn http://www.negotiationlawblog.com/more-revealing-data-on-women-who-opt-out-rather-than-lean-in/#.UaEdilkQRKg.twitter … @leaninorg,,@VickiePynchon @leaninorg,#Women #OptOut #LeanIn #,3.39E+17,https://twitter.com/3PlusInt/status/338629337202962432,,
datadriven2017,5/26/2013,0,2,Mac Rumors: Logitech Targets Schools With New &#36;60 Wired Keyboard for iPad http://www.macrumors.com/2013/05/22/logitech-targets-schools-with-new-60-wired-keyboard-for-ipad/ … #edtech #ipaded #njed #ettipad #PARCC,,,#36 #edtech #ipaded #njed #ettipad #PARCC,3.39E+17,https://twitter.com/datadriven2017/status/338614322378981376,,
SporLin,5/25/2013,0,0,@tfteacher @DMaxMJ @DianeRavitch Garfield HS opted out on district assessment.If I were 2 encourage optout on state testing my kds wont grad,,@tfteacher @DMaxMJ @DianeRavitch,,3.39E+17,https://twitter.com/SporLin/status/338517112723230720,,
tfteacher,5/25/2013,0,0,@SporLin @DMaxMJ @DianeRavitch #OPTOUT !!!!!,,@SporLin @DMaxMJ @DianeRavitch,#OPTOUT,3.39E+17,https://twitter.com/tfteacher/status/338513928323756032,,
AsianTimes1,5/25/2013,0,0,@scor_card: England win the toss and opt to bat - 30minutes until the 2nd Investec Test begins at Headingley. As Siapad,,@scor_card,,3.38E+17,https://twitter.com/AsianTimes1/status/338467922055938048,,
iOptOut,5/25/2013,0,0,A preliminary taste: #optout #refusal map based on survey data ... http://bit.ly/14P9ik4,,,#optout #refusal,3.38E+17,https://twitter.com/iOptOut/status/338444323777544192,,
cybraryman1,5/25/2013,0,2,@JaimeVanderG @JaimeVanderG I've been preaching need for keyboarding entire career. My Keyboarding pg http://cybraryman.com/keyboarding.html … #ccss #parcc,,@JaimeVanderG @JaimeVanderG,#ccss #parcc,3.38E+17,https://twitter.com/cybraryman1/status/338440216069156864,,
JaimeVanderG,5/25/2013,0,1,@cybraryman1 keyboarding will be so important with #parcc testing in 14-15!,,@cybraryman1,#parcc,3.38E+17,https://twitter.com/JaimeVanderG/status/338438705087909889,,
fyzio4u,5/25/2013,0,0,@JSnyder_SPT @abesselink @AlpineAthlete @NickTNpt @MattDeBole @DrJenise force all who had different req then so give opt of test.,,@JSnyder_SPT @abesselink @AlpineAthlete @NickTNpt @MattDeBole @DrJenise,,3.38E+17,https://twitter.com/fyzio4u/status/338417685010477057,,
RegLevy,5/25/2013,0,0,Children are toxic to careers(?). MT @VickiePynchon: #Women Who #OptOut Rather Than #LeanIn http://www.negotiationlawblog.com/more-revealing-data-on-women-who-opt-out-rather-than-lean-in/#.UaEdilkQRKg.twitter … @leaninorg,,@VickiePynchon @leaninorg,#Women #OptOut #LeanIn #,3.38E+17,https://twitter.com/RegLevy/status/338411830101811200,,
fyzio4u,5/25/2013,0,0,@JSnyder_SPT @NickTNpt @MattDeBole @abesselink @AlpineAthlete @FisioPratoUS @DrJenise @PranaPT if no DPT & already practicing opt to test,,@JSnyder_SPT @NickTNpt @MattDeBole @abesselink @AlpineAthlete @FisioPratoUS @DrJenise @PranaPT,,3.38E+17,https://twitter.com/fyzio4u/status/338411434587324416,,
TestTroublemake,5/25/2013,2,0,@unitedoptout's preliminary MAP of #optout of #highstakestests locations #refusethetest... http://fb.me/2b9I780bM,,@unitedoptout,#optout #highstakestests #refusethetest,3.38E+17,https://twitter.com/TestTroublemake/status/338395052172779521,,
VickiePynchon,5/25/2013,1,3,More Revealing Data on #Women Who #OptOut Rather Than #LeanIn http://www.negotiationlawblog.com/more-revealing-data-on-women-who-opt-out-rather-than-lean-in/#.UaEdilkQRKg.twitter … @leaninorg,,@leaninorg,#Women #OptOut #LeanIn #,3.38E+17,https://twitter.com/VickiePynchon/status/338389862422032385,,
dgburris,5/25/2013,0,0,Why We Need Common Standards and Better Tests #edchat #ccss #ccchat #commoncore #PARCCELC #SBAC | @scoopit http://sco.lt/5I3VNB,,@scoopit,#edchat #ccss #ccchat #commoncore #PARCCELC #SBAC,3.38E+17,https://twitter.com/dgburris/status/338364139904856065,,
FHeinderyckx,5/25/2013,0,0,#LeMonde news alerts: you just lost me forever after sending an alert on my phone to announce the score of a semi-final in rugby. #OptOut,,,#LeMonde #OptOut,3.38E+17,https://twitter.com/FHeinderyckx/status/338330725453541378,,
TestTroublemake,5/25/2013,2,1,You are not alone! Join us at http://UnitedOptOut.com @unitedoptout #optout http://fb.me/IaYGKed4,,@unitedoptout,#optout,3.38E+17,https://twitter.com/TestTroublemake/status/338318955791937536,,
DeborahMajen,5/25/2013,0,0,Restrictive clothes like SKINNY JEANS & CORSETS add pressure to your stomach causing muscles to tighten which in turn makes u tense. #OptOut,,,#OptOut,3.38E+17,https://twitter.com/DeborahMajen/status/338246996701888512,,
